Unix,S_0_0,S_0_1,S_0_2,S_0_3,S_0_4,S_0_5,S_0_6,S_0_7,S_0_8,S_0_9,S_0_10,S_0_11,S_0_12,S_0_13,S_0_14,S_0_15,S_1_0,S_1_1,S_1_2,S_1_3,S_1_4,S_1_5,S_1_6,S_1_7,S_1_8,S_1_9,S_1_10,S_1_11,S_1_12,S_1_13,S_1_14,S_1_15,S_2_0,S_2_1,S_2_2,S_2_3,S_2_4,S_2_5,S_2_6,S_2_7,S_2_8,S_2_9,S_2_10,S_2_11,S_2_12,S_2_13,S_2_14,S_2_15,S_3_0,S_3_1,S_3_2,S_3_3,S_3_4,S_3_5,S_3_6,S_3_7,S_3_8,S_3_9,S_3_10,S_3_11,S_3_12,S_3_13,S_3_14,S_3_15,S_4_0,S_4_1,S_4_2,S_4_3,S_4_4,S_4_5,S_4_6,S_4_7,S_4_8,S_4_9,S_4_10,S_4_11,S_4_12,S_4_13,S_4_14,S_4_15,S_5_0,S_5_1,S_5_2,S_5_3,S_5_4,S_5_5,S_5_6,S_5_7,S_5_8,S_5_9,S_5_10,S_5_11,S_5_12,S_5_13,S_5_14,S_5_15,S_6_0,S_6_1,S_6_2,S_6_3,S_6_4,S_6_5,S_6_6,S_6_7,S_6_8,S_6_9,S_6_10,S_6_11,S_6_12,S_6_13,S_6_14,S_6_15,S_7_0,S_7_1,S_7_2,S_7_3,S_7_4,S_7_5,S_7_6,S_7_7,S_7_8,S_7_9,S_7_10,S_7_11,S_7_12,S_7_13,S_7_14,S_7_15,X,Y,Z,Pitch,Yaw,Roll
1778662740.261433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040787935387933,-0.0025043548379546,0.0033878140605821,-1.7364357196161584e-05,-3.088786318076877e-05,-1.2121720870008914e-06
1778662740.286434,-0.009950330700845278,-0.017241806186767406,-0.027163928746632315,-0.1084806419231974,0.002888783887346591,0.0330177687417601,-0.012183542741613707,0.015465511386963726,-0.022989518092563443,-0.039326370714711345,0.020057978900906548,-0.10090616412348119,-0.027752028655493532,0.024243611463047543,0.0270479120680438,0.02827201975483895,-0.0012703791564936395,-0.054067220434854235,-0.13274983506977645,-0.05812595822947486,-0.03621138151802761,-0.03547438780640899,0.07247554016424473,0.07688104353682146,-0.006674107028301179,0.02023765334315808,-0.008298802785388304,-0.04182149471112062,-0.00048531910565507985,-0.0019790230057283864,0.021526334113708856,-0.032523191441097055,0.00861912768048878,-0.15593479961541146,0.09171450044020535,-0.046747261887182034,-0.08152446288211568,0.09407438351345032,-0.017241806248701863,-0.024929382803484224,-0.04949712755118174,-0.024358443749628478,-0.008215878335897209,-0.021245108570749238,-0.0155080182941143,0.001245284560082105,0.0030816665294945977,-0.040772303596549264,0.047652197553953,0.013845406647782,0.0029455101950528473,-0.07232066048950969,0.0725706918939748,0.03589292259208321,-0.008733679816199214,-0.11949097655759111,0.10536051402383961,-0.024572456267591747,-0.027917901584859628,-0.022367616606287832,-0.018261337519971832,-0.01278086093331332,0.0008395131305434234,-0.0004628558272470329,-0.024993681234494858,-0.04879016361572219,0.009620597884142157,-0.07598590601514932,-0.012571251907513847,0.06546918584378236,0.055628560509460634,-0.020441808945239615,-0.07254212033167917,-0.021516843409032482,-0.01954122354650245,-0.006022570095600699,0.0022198957620656046,-0.008696526408639826,0.0034959514346795117,-0.007206116308912769,-0.02131590844571818,-0.036813972775171955,-0.023472355895154173,0.05458818969996937,-0.005609238694591845,0.02817087664923612,0.05631842990052682,-0.09324192572859591,0.021708287927973302,-0.01648570137579153,-0.017830737520953654,-0.0030257209157475984,0.009320859357906386,0.0023756039608642254,-0.003088750071800206,-0.019493794604996673,-0.032328886888131514,0.009302392575778917,-0.10246157968053993,-0.0040615082920485435,-0.040250402151642106,0.0357980054752689,0.041318148928982446,-0.014572206726370496,0.006415886654486336,0.026498115557463287,0.011039945022197628,0.005814964213993079,0.060131322360003736,-0.01702689172885119,0.020132578561465664,0.019705070957988013,-0.01576430067298773,-0.010156580167264728,-0.04187407220126005,-0.032876070439995075,0.00268817364373497,-0.02088589087596837,-0.030077455011097598,0.008154989087740816,-0.012664562759068687,-0.018658181787724715,-0.009561981315064472,0.012828976082920107,0.01941808579425519,0.010107298039998547,0.014028286092903741,-0.03789708602601127,0.004099721530159,-0.0025035485625232,-0.0162053352706493,-3.637224567032011e-05,-0.0010172295084475,-3.6645985008164144e-05
1778662740.311436,0.03517010390089137,-0.031840605394791055,-0.019943680825276644,0.0,0.01562780958363419,0.024434025124049796,-0.005752652452679641,-0.014687526480631874,0.0712630196306776,0.024525100592088123,0.012940511182701897,0.026433256777006697,-0.10612109536134362,-0.018576385457904188,-0.007241161214611935,0.014908792002197302,-0.0012703791564936395,-0.10285738381063503,0.03155321351587226,0.02888541749752882,0.0006025911528819705,0.03942691956487554,0.09001984966124876,0.056678336423384046,0.0539505142629233,-0.01460907786556831,0.005785937046754341,-0.014422520616849788,-0.02505657977578224,-0.022796428055913864,-0.0034749679354337815,-0.008032171632748053,-0.02168622158521849,-0.07589209301025157,-0.09707956862504208,-0.12085523294200318,-0.057713814471884284,-0.0440759533743762,0.014846507959549449,0.02247285564162116,-0.010657294423508823,-0.038151765834400386,-0.008215878335897209,-0.03359094436764476,-0.009300673727486775,-0.007578302085456734,-0.0020597329577070056,0.0426093048456071,-0.034868825282352134,-0.024375805685402874,-0.057679110886088125,-0.07232066048950969,0.08499321173821084,-0.07232066058294784,0.02575249566026283,-0.06948055660832075,0.07550755131979159,0.023513730168773783,-0.029574902789743618,-0.03351261544547235,-0.023777747461936727,-0.01770587648268762,-0.006178059518253676,0.002618810700664831,-0.0006022282590789629,-0.003327790055760893,0.051293293850493527,-0.012270092441257319,-0.049385224578423426,-0.058144768593407115,0.08265723253208357,-0.03137087935798366,-0.02602210512968739,-0.001714216161872173,-0.01797423445676749,-0.004813136366482951,-0.006156531826084333,-0.01276102190954198,-0.00031842063594123005,0.012246309583501258,0.02631214016539296,0.0009263548515496822,0.0012202563903391805,0.0010995053213278538,0.05501538238654913,-0.08961215761825869,0.06815288740747416,0.0738121571863184,0.008804883175315581,0.012349848188500268,0.007545479943148692,0.0021853382956464884,0.008085147121958514,-0.0016347136429919473,0.004079739396535054,-0.023438572880452035,-0.04671762423671222,0.009302392575778917,-0.002378122376690328,-0.0040615082920485435,0.061532291006226814,-0.009153381881755962,-0.00747201476425996,0.012578782093839891,0.012213004305205999,0.004465400611520565,0.015481107015590467,0.015319448512652656,0.04610147417143651,0.02022136208238834,0.006291527197489266,-0.023915551246036948,0.004438406586221966,-0.01852482980276804,0.015649771569159476,-0.032876070439995075,0.029179788915249638,-0.04633255640761913,-0.03774032769794644,0.028256168307810192,0.0926959522451627,-0.013670640284977331,-0.003696861874132651,0.05728073856782867,-0.03660974549070506,0.013859647651509377,-0.04225254951765223,-0.01178594215869122,0.0041122393165454,-0.0025029560965203,-0.0072832445280802,-1.1671485457402258e-05,-0.00425530202247,-9.674253476505146e-05
1778662740.3364358,-0.02545451699642598,0.03911112957024088,-0.01277519139805161,0.01851904759575529,-0.03633192900952409,-0.010657294379338822,0.06238515229230579,-0.09984533391390915,0.005665737503576906,-0.09583858033915771,-0.08451482423685253,0.03724417276434533,0.0019531256113447526,0.08803334896833093,-0.03077165848637886,0.0058997221004135625,-0.018364812369680017,0.036904556390609855,0.07600497542794393,0.08295263803680974,0.0006025911528819705,-0.0026845653418412496,0.00852681614837536,-0.06238102230243303,0.07061756660923724,0.016807118258136633,-0.004758976092794853,0.008950830490411121,-0.042622903449598404,-0.017953803587943185,-0.0291173983843791,-0.07472354557524685,0.030760253394285897,0.0447358933214872,0.03645182237610456,0.03549083522197005,-0.034456952578070243,-0.007708309644418598,0.05608946606829246,-0.044537853999608856,-0.03964483115670436,-0.017532478702525722,-0.016050277659739542,-0.019202206945122313,-0.024263546385541623,-0.025462534315223273,0.0030816665294945977,-0.05327246628265314,-0.045679741269690766,-0.06411613380841619,-0.07025789293472062,0.09952959397004424,-0.046776064154084196,0.02298951792267534,0.059088915372144335,0.023609865373680705,-0.20212418043000335,-0.029510737883787108,-0.001772621523263851,-0.030968732111028352,-0.024392564573028963,-0.016808613076101153,-0.027531183958424243,-0.009765248460715803,0.05789397808025143,0.061210730387365686,-0.022814677518298687,0.03593200879564762,0.03449625839653159,0.06546918584378236,0.06923421238012306,-0.07632226671500852,0.0008853475488859175,0.0031757691203635474,-0.009658178219432934,-0.0036051636005502985,-0.005595915133133289,-0.008426146523328626,0.0022261099958162944,0.0016828310925305345,-0.071326328603452,0.09791861998296092,0.04884830481237934,0.04411688994232321,-0.04383045102777672,-0.06491954533276534,-0.08403892600052743,0.08338160811089423,0.015277397639039236,0.020071894262533974,0.018870629287375706,0.01149735591885559,0.010555046493513132,0.002947195859495544,-0.014666303397487646,-0.015564516480546686,-0.01814425199677938,0.009302392575778917,-0.002378122376690328,-0.02759200542538842,0.09328098898478565,0.013574868937502593,0.02208678718602286,-0.023788861746346868,0.046307215454427286,-0.0004973887182933012,0.021372140244151794,0.03273449009100027,-0.017077427347713225,-0.001960693402581093,0.016690234382343405,-0.011257154454232143,-0.007055972806482735,0.022633242521317598,-0.06854231910561204,0.00901487104977683,-0.0040458584922618,0.008819263390869914,-0.03774032769794644,-0.01235855064015734,0.0444938507177719,0.017352255676359007,0.002134058425327545,0.010850736074727863,0.028987536779880863,-0.03212546550218942,0.05783090853807682,-0.022148729140544,0.0041961089841287,-0.002498903369673,0.1062091788117765,0.0002444038144778,-0.0264789485928576,-0.0004589070620849
1778662740.3614378,-0.12389458819329935,-0.0028530689417065602,0.0014094434933005218,-0.04785602071950734,-0.0497549492515752,-0.01962596428166119,-0.012183542741613707,-0.004535155119685719,0.016901810707377507,-0.07284906237872946,-0.023427132723623068,-0.06453852039352359,0.09504354824375305,-0.012345835746088163,0.03822121260374711,0.0058997221004135625,0.04022935140576411,0.022305757182586206,0.09039371267300478,0.02888541749752882,0.11436147521403495,-0.046647688279690236,-0.010521378640896195,-0.017429634945408168,-0.015642776930623548,-0.0075419106674488035,-0.051783914567523404,0.022065772525238003,0.006769851757971068,-0.01634479278483081,-0.05543470652859206,0.0,-0.006418749570980431,-0.10186757907613053,-0.010068192717663571,0.06146632128784901,0.01049443477895462,-0.019684500547702655,-0.03922071272593097,0.003780722804171077,0.012873202875943512,-0.024358443749628478,-0.002657220338249111,-0.019202206945122313,-0.0019023662551642673,-0.016480438012841603,0.020871208047782197,-0.04700285330836529,0.037701866799794814,-0.07772178567907861,-0.07025789293472062,0.045462373430763314,-0.01899650043288581,0.06121073025586021,0.02575249566026283,0.045588771850909815,-0.003273325291395679,-0.01965844148930973,-0.014759817028990874,-0.03147699133390969,-0.019790623641071647,-0.006103782935318769,-0.016086137728925642,0.008753799249361371,-0.0006022282590789629,0.07157351731552364,0.07149600096393094,0.04762804842204016,0.011239396502717547,-0.07138999516798883,-0.060443609057307945,-0.1114135861157699,0.009695977153413082,0.0007337654707750829,-0.0075899251564433,-0.005820896201644388,-0.006717462986415512,-0.00815583972353906,-0.0079910925377904,0.0016828310925305345,-0.029479219018239355,-0.027244521850596115,0.0371522651859868,0.10536051455771567,-0.030927046358368848,-0.02898753653711772,-0.0978322479426037,-0.027283958662136953,0.028098085985914345,-0.011180649160170475,0.006405878681513322,0.014068712439124553,0.007157359828230625,-0.002783478846205334,-0.003088750071800206,-0.03536714369829497,-0.04671762423671222,0.009302392575778917,0.13115326875973743,-0.08896095104821455,0.061532291006226814,0.013574868937502593,-0.017522350516751217,0.021467729432072424,0.006415886654486336,0.02164373710444778,0.021372140244151794,0.016669887608699696,0.038221212758550394,0.01472180652643118,-0.029173182249005336,-0.023915551246036948,-0.004169967925676588,-0.022735362321382624,0.04623319475415588,0.019219041171955276,0.08633820239209022,-0.030986986811456063,0.0,-0.007190580508422251,0.0688853036931878,0.017352255676359007,-0.0017494415935299656,0.0009004052413619235,-0.06062462161218729,0.02317937958294003,-0.006072893127165635,-0.03789708602601127,0.0043771123729421,-0.002487195340122,0.1287759563277941,0.0009987657788211,-0.0401085308152722,-0.00350118687727
1778662740.386437,0.04976890310891502,0.19130294297824246,-0.00565772367984696,0.027651531075624902,0.002888783887346591,0.024434025124049796,0.0006371456052614022,0.054305344326047944,-0.01719240044184378,-0.039326370714711345,-0.0014482261658788076,0.015504186364262651,-0.08994823620293158,-0.006153865536507652,0.004319661119636997,0.0058997221004135625,-0.053456131873068635,0.10686314401828056,-0.08056408280719651,-0.04308808109107698,0.012578782056166027,-0.013495481329179881,0.0812861697687719,0.08683137429097965,-0.015642776930623548,0.016807118258136633,-0.018994091864006357,-0.055807736636955596,-0.030044121274383606,-0.01313451715973546,0.033796426630244625,0.039220712845589034,0.030760253394285897,-0.01376031267556499,-0.022044383620947627,0.03549083522197005,-0.04601777484549174,-0.05649847321861223,0.025317807717195606,-0.0849473919291972,0.022132528245872862,0.0026702285469664133,-0.009331327418518498,-0.04818974375835072,-0.0330964113729042,-0.028474584780678214,0.015820692274466808,-0.010188880411552859,0.027651531047303557,0.07447002772892297,0.03763106778187364,-0.18815247409577118,0.13319531297511578,-0.08670939782800868,-0.0264332566023171,-0.08175064904957807,0.11995931323186326,-0.024572456267591747,-0.00016101763151965542,-0.030968732111028352,-0.032419776553098245,-0.015912154029465775,-0.008998935855916379,-0.012885375787224262,0.05789397808025143,0.02946203240880685,-0.001074691118216009,-0.10265415274169154,-0.024692612292930072,0.029962497807158428,0.06923421238012306,-0.07632226671500852,0.0008853475488859175,0.0007337654707750829,0.0052406331967960185,-0.005820896201644388,-0.002657822778640906,-0.012489540979483849,-0.022212405242480138,-0.005421994518594708,0.01852999978390013,0.019275493351395667,-0.08801087619939185,0.07520747669012007,0.031204733976317733,-0.06491954533276534,-0.030692946006851685,0.10225009223726111,0.008804883175315581,0.004567707766632623,0.01209094230965757,0.020213125009892252,0.010555046493513132,0.002947195859495544,-0.016122967891829987,-0.05149652556313811,-0.06869653079445648,0.03670136651364331,0.03271319702407105,0.09546808595339318,0.05072137501888818,0.07881539009626426,-0.08004270684640691,0.04767010159722851,-0.005280153040305713,-0.013013196618794076,0.028687461809822068,0.01261308691857188,0.04138077304392773,-0.009465419042568257,0.0028011222699033667,0.013588843977959897,-0.004169967925676588,0.030665414186323403,0.04019088033470286,-0.0064893154060605696,0.009377161749789309,-0.005923018273886527,-0.06899287095785045,-0.028024667302745776,0.00032263268340759765,-0.008707850951058305,0.021328505644630624,-0.007131766439773202,0.03531667181149967,0.015730555583820305,0.03373335707516034,-0.01178594215869122,0.0045377420934917,-0.0024736021676896,0.1287525889444565,0.0020423450566165,-0.0464780432671235,-0.0085371944342362
1778662740.411439,0.03517010390089137,0.0253178076281646,0.00842701610270069,-0.0577083170654511,-0.02308670234722321,0.0330177687417601,-0.02517073818408999,0.044735893401472104,0.005665737503576906,0.003691013906284013,0.054904709988191414,-0.12590746601634972,-0.007850874437216326,-0.037504395223996845,0.0437613929486691,0.014908792002197302,0.04022935140576411,0.007490671616936062,0.07600497542794393,-0.07339343012716348,0.05909879714993416,-0.013495481329179881,-0.02018328945927994,0.03605904943323335,0.011025469914458519,-0.01816147945731661,-0.02618836747215436,-0.007688488458179599,0.02349664552331454,-0.014738366739138087,0.002834201218024468,0.039220712845589034,0.03803301267047221,-0.16992104139453357,0.13382598534692214,-0.046747261887182034,0.021423505191698666,0.01582218748892128,0.08594242892088566,0.03168951066159753,0.02673023747336334,-0.010752791740129553,-0.002657220338249111,-0.025343474954632406,-0.03563448379815437,-0.016480438012841603,0.010744539255489904,-0.01623119483100588,0.0174991596863574,-0.024375805685402874,-0.095900323219273,0.045462373430763314,0.08499321173821084,0.06121073025586021,0.10709813379006228,0.03465970143816577,0.1343480504769241,-0.00024035572647740366,-0.0033868268751993114,-0.03300332080778112,-0.02839811606816589,-0.01770587648268762,-0.020362694490088984,-0.054358623861469724,0.029073539710894103,-0.04879016361572219,0.02020270710269667,-0.05001041994927036,-0.10067851830807939,0.017841137421742204,-0.060443609057307945,-0.07632226671500852,-0.07254212033167917,0.0007337654707750829,0.010327114150582517,-0.006426039941622719,-0.0054558100541139964,-0.00815583972353906,-0.02874410709716191,0.008737534059978458,-0.005186526645915457,0.028325328789414073,-0.04879016355893118,0.04411688994232321,-0.11096975296352873,-0.07718963777402266,-0.070433274129865,0.05439407151775377,0.05944861567340354,0.009762524630243519,0.019996121807843714,0.01688958878004243,-0.0002960908240350335,-0.01959059715284628,-0.010308998034861183,-0.0038684767629550976,-0.06869653079445648,0.009302392575778917,0.03271319702407105,-0.0040615082920485435,-0.06434795344034239,0.05753799187535158,0.031748698004406606,0.04767010159722851,0.017976708988735268,0.026498115557463287,0.03159867201304323,0.028742468826775003,0.019051296681454666,0.01472180652643118,0.020132578561465664,0.007434978441452245,0.012973309011777623,0.0185928330006373,-0.022329476255624314,0.034332678905861336,0.016021704424307615,-0.0009847366576911654,-0.02247285568370838,0.0030659196061684213,0.006753522972341663,0.010900620405275951,0.002134058425327545,0.022661896979822238,0.028987536779880863,-0.001234978542494325,0.08136140583752915,-0.06470834333289055,0.0046455768389464,-0.0024617136287375,0.1287650175717194,0.0029858234392582,-0.0485403594267524,-0.0132335027665505
1778662740.436441,0.07834227514472492,0.052716781440903304,0.015395685370231504,-0.01886848412636688,0.040629111632776826,0.11503091972960267,-0.005752652452679641,0.005515180632805539,0.06062462148221037,0.003691013906284013,-0.008720985442065121,0.047939461766703495,-0.06356148116899707,-0.10331761336027423,0.004319661119636997,0.014908792002197302,0.056358733205566836,-0.0700675615252786,-0.03096714248794452,-0.15343613651864807,-0.011518769232534254,0.03942691956487554,-0.02018328945927994,0.0668307077843302,0.06231876386341195,-0.01816147945731661,-0.03343477596666666,0.002328289751846846,0.0019389244999743482,-0.0325526029854144,-0.05543470652859206,0.12044615216806509,0.01605410611272795,-0.03815176550223853,0.12346319841876419,-0.03256262709643298,0.09475477750869299,-0.06907725526724473,0.014846507959549449,-0.054488184753767044,-0.015430573153381921,-0.010752791740129553,-0.02055478977577163,-0.0030075210579258993,-0.0330964113729042,-0.023959904432945933,-0.00982173827311339,-0.010188880411552859,-0.024173536279993968,0.026267926492018034,-0.03298649860059477,-0.07232066048950969,0.02127739816431884,-0.016750810200337973,0.12260232008564298,0.001137009774147657,0.09054542845818947,0.018807839153506478,-0.006623075649170751,-0.030968732111028352,-0.035524404938431786,-0.019502822158582234,-0.018935142500941637,0.005691009728196583,0.029073539710894103,0.05073943062971953,0.009620597884142157,0.012121360385416224,0.07944764575355645,-0.04507268719693602,0.013664361997513197,-0.009630892957900983,0.0937790936565408,-0.009094323441339647,0.00012814762617452402,-0.00541767038981078,-0.00657720069572143,-0.004109981205086655,-0.022212405242480138,-0.007206116308912769,-0.029479219018239355,0.010143009871526054,0.06040912707980084,0.022839491721410532,-0.030927046358368848,0.039220712713721184,-0.043765027403322776,0.014388737304214416,0.0022902021965629515,0.017504498763879717,0.01661583690282864,0.020468324704973284,0.004989169417790151,0.009213237434572363,-0.004528635127714509,-0.0038684767629550976,0.002762432676832738,0.05455898375419821,-0.02647567366539061,0.01892800966837971,-0.016719905018302228,-0.09303486485671097,0.060186633055349326,0.0036101121915175227,0.023707383664879345,0.009403682239910616,0.025767751710749742,0.02473444743459119,0.02387833742200396,-0.018926227528895723,0.033784667683197434,0.02578411699741512,-0.007055972806482735,-0.026963698413024595,-0.0031595602704026504,-0.0064893154060605696,0.02262238841209019,-0.03607605629302846,0.06453852067460808,-0.038606776577291946,0.0444938507177719,-0.002128879863836808,0.023227841444675157,0.0246169318118028,0.012987195484643443,0.0006643572575502077,-0.04225254951765223,-0.027370673094426756,0.0046597298714317,-0.0024631658830112,0.0756361626071242,0.0032082230789638,-0.0492806225447161,-0.0139436506940658
1778662740.461442,0.04976890310891502,0.10536051423332449,0.015395685370231504,0.0,0.040629111632776826,-0.010657294379338822,-0.005752652452679641,0.08247622102819374,0.011299555190092292,-0.06154950725247765,-0.04589998840733145,-0.05270406288657625,-0.11705016583381145,-0.05679759803459561,-0.036741825437239584,0.010414402434557601,0.015536739018644496,0.2095172967599721,0.11856458924287594,0.0007145409276576586,-0.08750467524768357,-0.1658362041225363,0.017916556410046525,0.00431035145467451,0.02841721247508744,-0.0075419106674488035,-0.0480870526998638,-0.03145870771137016,-0.0029154539530411583,-0.035825928325026624,-0.03563207936313173,0.09166718782509342,-0.029408267619499107,0.0447358933214872,-0.11015165002151317,0.06146632128784901,0.08460240614774683,0.09407438351345032,0.045937094707346304,0.013170463065842242,-0.0347548458864253,-0.017532478702525722,-0.012685159513200261,-0.017163470259430547,-0.04713620802246776,-0.023959904432945933,-0.020265697406927075,0.02531780783521409,0.047652197553953,0.026267926492018034,0.07115375944589175,0.05925569537283959,0.0725706918939748,-0.003327790048377466,-0.13976193976646334,0.01243656490039946,-0.16290346804595268,-0.00024035572647740366,-0.008245136018407706,-0.0452985576585192,-0.03459200393876927,-0.015016497901922499,-0.017509625511753057,0.002618810700664831,-0.0006022282590789629,-0.07232066074906207,-0.001074691118216009,-0.07598590601514932,-0.024692612292930072,-0.09841866719061176,-0.17438786654976202,0.0010643960444571832,0.10977943487497388,0.008041958759696044,-0.002437930249669762,-0.008850283552639837,-0.007699850266181585,-0.0027649910901157426,-0.0079910925377904,0.012246309583501258,0.04930165821391164,-0.05623205844373658,-0.061693568228339046,-0.03242318634269026,-0.18294325155213453,-0.06491954533276534,-0.017789541337443815,0.03459144441765183,-0.05141397641469414,0.017504498763879717,0.002979261968779845,0.01791339229894895,0.015169729346766303,0.009213237434572363,-0.007414640012685325,0.02666824698055592,0.009635311917358003,0.009302392575778917,0.00945633513025701,0.0741906877324805,-0.005159082750880728,-0.020714204149177462,-0.14673408060351445,-0.07119110019145225,-0.005280153040305713,0.011863708074720591,0.00359389424920753,0.008539761536466628,0.022271911376311238,0.01655835433036046,0.006291527197489266,-0.004987541479944291,-0.0012922681063427532,0.014536032321480263,0.021841741778739987,0.019219041171955276,0.016021704424307615,-0.03607605629302846,0.014706147281557946,-0.10456474400641991,-0.019221963262228137,-0.007059045963592858,0.03454871704779716,0.028515572219860452,0.08455738776309207,-0.01078614950859258,-0.01627706324934408,0.03847589236951876,0.0046477572142419,-0.0024749470078894,-0.0394093923590029,0.003203994239615,-0.049270980240849,-0.0141755391559261
1778662740.486441,-0.04120287371654907,-0.031840605394791055,-0.01277519139805161,0.05455898375419821,-0.02308670234722321,-0.028675799719679596,0.006986373243607957,0.005515180632805539,-0.022989518092563443,0.01416231366393017,0.0341427186834542,-0.06453852039352359,0.05422155390868255,-0.06331227901334824,-0.048790163880831905,-0.003191249559515441,0.007168489418155843,-0.0075472055214618194,0.13235791118495221,0.02888541749752882,-0.011518769232534254,-0.06937593909894879,0.027218948985825442,-0.0065005645326641215,0.011025469914458519,-0.05071408237731401,0.029966735160434688,-0.0699923715786106,-0.055361929194570614,-0.0019790230057283864,-0.01621399363172138,0.023716526429815588,0.01605410611272795,-0.12853582580267275,0.04775137750235636,-0.046747261887182034,0.01049443477895462,0.02738300975634278,0.025317807717195606,-0.024929382803484224,-0.010657294423508823,-0.048623065665145404,-0.02055478977577163,-0.009049835501718562,-0.0205017864683672,-0.007578302085456734,0.028399474449681605,-0.034580333386968753,-0.013591427061439454,-0.07772178567907861,-0.00888894731189449,0.07286134724350202,-0.01899650043288581,-0.016750810200337973,-0.008733679816199214,-0.11949097655759111,-0.01980262696938162,-0.03447352720128727,-0.026263641491570233,-0.05358017848595509,-0.037703394126753054,-0.013674516041539242,-0.004770599752355054,0.005691009728196583,-0.049994983283637495,-0.014501090529042138,-0.03386451358278375,-0.03727139433412585,0.06839780968907139,0.017841137421742204,0.12187794517254424,0.011646505263011697,-0.02602210512968739,-0.004168205117417223,-0.020064099375135314,-0.012294720145504812,-0.002238799097730393,-0.0011533871962079445,0.0072958293396414575,-0.0018632719079327842,0.01068682238439056,-0.05623205844373658,0.09431067837234064,-0.04385188203569701,-0.030927046358368848,0.039220712713721184,-0.017789541337443815,0.02454110866516057,-0.024201413074951716,-0.008538639704312345,0.007545479943148692,0.019447134930505428,0.018846204074948858,0.005230301872760634,-0.003088750071800206,0.022901764199265706,-0.08362218089974238,0.045670036415965676,0.03271319702407105,-0.12767546272923802,-0.05222659305492616,0.08928668985391042,0.1235562464140747,0.06476453481041489,0.017976708988735268,-0.002988050024542055,0.012522524980222549,0.02339486250732925,0.027083468365815655,0.022047846605086185,0.020132578561465664,0.007434978441452245,0.0015771743133763394,-0.010156580167264728,0.009419221857343452,0.04922129132572017,0.02262238841209019,-0.061917287343354666,0.07833184271181448,-0.028024667302745776,-0.006149881780316058,0.009281186855595536,0.015608756982748773,0.004892426502931535,0.08154986670818154,-0.012707379682795228,0.014028286092903741,-0.0015294420441005485,0.0046899801822665,-0.002470983757653,-0.0399686352665401,0.003177737770503,-0.0491926470182779,-0.0142925909572272
