Unix_Timestamp;X;Y;Z;Pitch;Yaw;Roll
1779116298.155777;-0.009953457533441153;0.011591222929593201;0.06496317932376626;-0.012154181144861949;0.05092349230826086;0.0025753138036870684
1779116298.179875;-0.014602004227875203;0.010159987725699588;0.022940008345573457;-0.034267391614737484;0.06219959481551613;0.0046212877820394575
1779116298.211803;-0.02024152951746932;0.006228049710188145;-0.02626874519106251;-0.09769816754916266;0.07398748804637115;0.009469526450482043
1779116298.227849;-0.021981481691547372;0.004503861871209028;-0.037720668393632896;-0.11177039869464034;0.07681892008439843;0.012329173399552813
1779116298.251979;-0.025983851820538174;0.0027344129418061004;-0.02854642232181778;-0.12672770019170893;0.08204414075591251;0.018865472475039936
1779116298.275863;-0.03087218370335204;0.0019415876995599864;-0.0016203769168565505;-0.13582891684536963;0.08744146671040112;0.027355215629558154
1779116298.307956;-0.031664792798322884;0.0012650243068616596;-0.029958776852388208;-0.14692473461795497;0.08769378946121784;0.03262590107824254
1779116298.343814;-0.033236024890261374;0.0007944172867004897;-0.024053409653018987;-0.15059719209894437;0.08853574125747624;0.037021549584761226
1779116298.371018;-0.03473328498970617;0.0007689129421604981;-0.020652265385694552;-0.1506012347647346;0.08990960736184479;0.041091774503469944
1779116298.387119;-0.0352996991571292;0.0007641560546865304;-0.020337263465098097;-0.15052836279396792;0.09039073540109271;0.04276124473416398
1779116298.418524;-0.04055422180663484;0.00032342114529669433;-0.025060407926851092;-0.1505668075628322;0.10020751072870795;0.050631522632955284
1779116298.434221;-0.04192620752308935;0.0002705913197963563;-0.025388562906142456;-0.15056317402098182;0.10183144457330079;0.054021914107731585
1779116298.460714;-0.043311678320873785;0.0002156972970875511;-0.026381565046028396;-0.15056058582573698;0.10251451733764477;0.0591931014799211
1779116298.481648;-0.045063905724281164;0.00018476145130578563;-0.02607573647516139;-0.15053243849646034;0.10320014559879877;0.06325040653647498
1779116298.501655;-0.04960134325369734;0.00017978564522839186;-0.024974980647223685;-0.150450524982266;0.10624962299777962;0.06989264606540718
1779116298.529383;-0.057817568002888155;0.00018124009550619225;-0.024812089919142747;-0.150217471319714;0.11843022871488457;0.07949658018394039
1779116298.545481;-0.06557815683225797;0.0001976128621501159;-0.02443481878277775;-0.14973218752909806;0.13914581690271366;0.0838358695530925
1779116298.576667;-0.07116573850670073;0.00022861807353606833;-0.022059632114128494;-0.14820068838622913;0.1525390342225629;0.0895809163019055
1779116298.608461;-0.07204309585642901;0.0002932109733921672;-0.020490556734088273;-0.14651426812266216;0.15300125865037353;0.09326147507264551
1779116298.624162;-0.07227881510778632;0.0003543818326497864;-0.01901331055616586;-0.1458023507777343;0.15311936372092388;0.09427797287738396
1779116298.655494;-0.07233004331704579;0.0006682067188591825;-0.0048988392121256975;-0.14419089817349467;0.1530611229950259;0.09465593761296495
1779116298.673745;-0.07240522177658815;0.0010792902200291903;0.017842203402824428;-0.14253053655340858;0.15307121504504229;0.09487301071362783
1779116298.702987;-0.07183084011940141;0.0012210610019724032;0.005603160284894149;-0.14363436303079993;0.15057875951174945;0.09499843498662516
1779116298.719319;-0.07060895572474672;0.001236075760020096;0.0011251093313263516;-0.14409456228561413;0.14499289713705052;0.09503591810735722
1779116298.750585;-0.06788046300139274;0.0012691956016461093;-0.0005164307745825544;-0.14464698739997084;0.13427483871110132;0.09503801884203526
1779116298.782343;-0.06330974863657327;0.0014904971547872777;-0.0032522770377034897;-0.14538949528790368;0.1248659452929632;0.0947183462548831
1779116298.801291;-0.05720222660537491;0.0017893272732154145;-0.0030163298930248467;-0.14539738755578688;0.11048171878147466;0.09429061215400003
1779116298.83398;-0.05378593730253006;0.0019382188144019827;-0.006999674709021115;-0.14548833890971596;0.10362730472768247;0.09399409336791413
1779116298.863264;-0.05393272895234114;0.002745804909623029;-0.010525892014721238;-0.1450965547628035;0.10762488584531252;0.09457014170543421
1779116298.878969;-0.056246659360724094;0.002949237123829496;-0.015563388672273382;-0.14417542636931865;0.13211786733666478;0.09645059246137937
1779116298.918526;-0.05903303204269503;0.0032770684031049823;-0.023432445386693167;-0.14100173822207976;0.159658583772685;0.09935420511431405
1779116298.926353;-0.059099692821439724;0.0034422539609518074;-0.02369994371545789;-0.1386350576972925;0.15973862704277345;0.09965129181429651
1779116298.961005;-0.05941987129996595;0.011146620421116056;0.004985530497844681;-0.03511397300543793;0.1597274735621658;0.10209586384017277
1779116298.987931;-0.06045829679193836;0.011486593639762767;-0.0016544561768279415;-0.03466864379596548;0.16043955652644865;0.10346986729497812
1779116299.013154;-0.06267381465007753;0.011560307340494446;-0.00862220452700406;-0.034654009517273834;0.16347723270038794;0.10498350190468654
1779116299.034666;-0.06470564544801799;0.011865159059222873;-0.01055722081689973;-0.033759165379137084;0.17003309854030618;0.10611017889240978
